event_id,product_instance_id,date,event_type,call_count,sms_count,data_count,direction,roaming,calling_msisdn,called_msisdn
1255,76,2022-04-03 15:09:16,call,3,0,0,---------,incoming,+55-73-73733833,+55-57-57213383
1256,76,2022-04-04 04:07:45,data,0,0,70,---------,---------,+55-57-57213383,---------
1257,76,2022-03-18 18:48:18,call,44,0,0,---------,incoming,+55-14-14478028,+55-57-57213383
1258,76,2022-04-20 00:16:35,sms,0,1,0,roaming,incoming,+55-71-71788316,+55-57-57213383
1259,76,2022-03-19 14:16:01,call,15,0,0,---------,outgoing,+55-57-57213383,+55-36-36143758
1260,76,2022-02-02 13:21:27,call,3,0,0,---------,incoming,+55-02-02885014,+55-57-57213383
1261,76,2022-02-02 13:59:35,data,0,0,37,---------,---------,+55-57-57213383,---------
1262,76,2022-04-29 06:54:36,data,0,0,72,---------,---------,+55-57-57213383,---------
1263,77,2022-04-26 15:28:50,call,2,0,0,---------,incoming,+77-44-14839872,+55-58-58160368
1264,77,2022-02-16 03:46:53,data,0,0,197,roaming,---------,+55-58-58160368,---------
1265,77,2022-02-04 09:19:19,call,7,0,0,---------,outgoing,+55-58-58160368,+55-26-26255440
1266,77,2022-04-15 13:49:59,data,0,0,195,---------,---------,+55-58-58160368,---------
1267,77,2022-02-17 21:28:35,sms,0,1,0,---------,incoming,+55-06-06514400,+55-58-58160368
1268,77,2022-04-28 02:14:48,call,10,0,0,---------,outgoing,+55-58-58160368,+55-02-02885014
1269,77,2022-03-29 10:17:51,data,0,0,124,---------,---------,+55-58-58160368,---------
1270,77,2022-03-04 11:15:12,sms,0,1,0,---------,incoming,+55-21-21675066,+55-58-58160368
1271,77,2022-02-07 19:56:59,call,46,0,0,---------,incoming,+55-27-27466556,+55-58-58160368
1272,77,2022-04-14 21:09:11,data,0,0,130,---------,---------,+55-58-58160368,---------
1273,77,2022-04-23 05:19:50,call,47,0,0,---------,outgoing,+55-58-58160368,+55-30-30803754
1274,77,2022-03-03 02:02:06,sms,0,1,0,---------,outgoing,+55-58-58160368,+55-01-01281876
1275,77,2022-04-09 22:32:39,data,0,0,127,---------,---------,+55-58-58160368,---------
1276,77,2022-04-20 17:08:54,call,8,0,0,---------,incoming,+55-07-07621681,+55-58-58160368
1277,77,2022-03-17 05:16:40,sms,0,1,0,---------,incoming,+55-27-27576584,+55-58-58160368
1278,78,2022-03-08 11:16:03,data,0,0,167,---------,---------,+55-58-58160368,---------
1279,78,2022-04-12 18:30:45,call,34,0,0,---------,outgoing,+55-58-58160368,+55-04-04183031
1280,78,2022-04-21 15:17:59,call,35,0,0,---------,incoming,+55-62-62013530,+55-58-58160368
1281,78,2022-02-21 08:46:48,sms,0,1,0,roaming,outgoing,+55-58-58160368,+55-04-04183031
1282,78,2022-03-15 10:51:09,call,20,0,0,---------,incoming,+55-12-12718216,+55-58-58160368
1283,78,2022-03-07 08:23:11,call,25,0,0,---------,outgoing,+55-58-58160368,+55-35-35788005
1284,78,2022-03-05 08:32:04,sms,0,1,0,---------,outgoing,+55-58-58160368,+55-61-61305867
1285,78,2022-04-13 16:53:37,sms,0,1,0,roaming,outgoing,+55-58-58160368,+55-23-23456032
1286,78,2022-03-01 09:05:07,call,1,0,0,---------,outgoing,+55-58-58160368,+55-27-27170841
1287,78,2022-03-18 17:11:05,data,0,0,39,---------,---------,+55-58-58160368,---------
1288,78,2022-04-14 08:07:49,sms,0,1,0,---------,incoming,+55-06-06618536,+55-58-58160368
1289,78,2022-04-27 01:35:47,sms,0,1,0,---------,outgoing,+55-58-58160368,+55-36-36826153
1290,78,2022-02-22 07:39:23,sms,0,1,0,---------,incoming,+55-11-11415142,+55-58-58160368
1291,78,2022-04-04 08:11:53,data,0,0,187,---------,---------,+55-58-58160368,---------
1292,78,2022-03-02 04:30:38,sms,0,1,0,---------,outgoing,+55-58-58160368,+55-28-28071420
1293,78,2022-02-14 06:32:19,data,0,0,33,---------,---------,+55-58-58160368,---------
1294,78,2022-04-26 19:19:56,sms,0,1,0,---------,incoming,+55-53-53683181,+55-58-58160368
1295,79,2022-03-15 15:30:57,data,0,0,175,---------,---------,+55-16-16520207,---------
1296,79,2022-02-15 19:36:20,call,13,0,0,---------,outgoing,+55-16-16520207,+88-44-82045052
1297,79,2022-04-19 01:18:37,data,0,0,91,---------,---------,+55-16-16520207,---------
1298,79,2022-04-18 19:02:26,data,0,0,163,---------,---------,+55-16-16520207,---------
1299,79,2022-03-13 13:28:37,sms,0,1,0,---------,outgoing,+55-16-16520207,+55-66-66474203
1300,79,2022-04-09 16:48:55,call,34,0,0,---------,incoming,+55-74-74636200,+55-16-16520207
1301,79,2022-04-09 03:58:48,sms,0,1,0,---------,incoming,+55-51-51376364,+55-16-16520207
1302,79,2022-02-28 05:19:01,call,1,0,0,---------,outgoing,+55-16-16520207,+55-68-68371334
1303,79,2022-04-26 08:37:11,call,27,0,0,---------,outgoing,+55-16-16520207,+55-28-28160868
1304,79,2022-03-25 09:10:01,sms,0,1,0,roaming,incoming,+55-02-02604700,+55-16-16520207
1305,79,2022-02-07 14:00:14,sms,0,1,0,---------,incoming,+55-68-68577675,+55-16-16520207
1306,79,2022-04-24 07:09:11,call,40,0,0,---------,incoming,+55-28-28361067,+55-16-16520207
1307,79,2022-03-17 13:33:43,sms,0,1,0,---------,incoming,+55-42-42880224,+55-16-16520207
1308,79,2022-02-28 04:56:07,sms,0,1,0,---------,outgoing,+55-16-16520207,+55-07-07336715
1309,79,2022-04-14 20:59:14,data,0,0,62,---------,---------,+55-16-16520207,---------
1310,79,2022-04-26 14:19:15,data,0,0,120,---------,---------,+55-16-16520207,---------
1311,80,2022-03-23 18:42:22,data,0,0,93,---------,---------,+55-16-16520207,---------
1312,80,2022-02-03 15:33:25,call,24,0,0,---------,outgoing,+55-16-16520207,+55-01-01522382
1313,80,2022-04-22 00:32:15,data,0,0,59,---------,---------,+55-16-16520207,---------
1314,80,2022-03-07 14:22:09,sms,0,1,0,---------,incoming,+55-21-21675066,+55-16-16520207
1315,80,2022-02-03 12:43:51,data,0,0,155,---------,---------,+55-16-16520207,---------
1316,80,2022-03-07 01:57:42,call,39,0,0,---------,outgoing,+55-16-16520207,+55-13-13600271
1317,80,2022-02-10 13:02:40,data,0,0,20,---------,---------,+55-16-16520207,---------
1318,80,2022-03-09 11:10:31,call,3,0,0,---------,incoming,+55-57-57575587,+55-16-16520207
1319,80,2022-02-09 10:57:31,data,0,0,45,---------,---------,+55-16-16520207,---------
1320,80,2022-04-10 00:18:21,call,42,0,0,roaming,outgoing,+55-16-16520207,+55-02-02604700
1321,80,2022-04-11 13:00:22,data,0,0,16,---------,---------,+55-16-16520207,---------
1322,80,2022-03-04 07:11:03,call,13,0,0,---------,incoming,+55-56-56851525,+55-16-16520207
1323,80,2022-02-24 06:13:32,data,0,0,24,---------,---------,+55-16-16520207,---------
1324,80,2022-02-18 04:01:37,call,7,0,0,---------,outgoing,+55-16-16520207,+55-73-73302268
1325,80,2022-03-24 00:07:38,sms,0,1,0,---------,incoming,+55-62-62137210,+55-16-16520207
1326,80,2022-04-01 23:37:15,sms,0,1,0,---------,incoming,+55-23-23181318,+55-16-16520207
1327,80,2022-02-28 06:33:16,sms,0,1,0,---------,outgoing,+55-16-16520207,+55-33-33802031
1328,80,2022-02-17 02:38:40,call,20,0,0,---------,outgoing,+55-16-16520207,+55-36-36040133
1329,80,2022-03-01 12:46:01,sms,0,1,0,roaming,outgoing,+55-16-16520207,+55-51-51437543
1330,81,2022-02-06 01:27:41,sms,0,1,0,---------,outgoing,+55-38-38727585,+55-50-50884688
1331,81,2022-03-14 00:58:39,sms,0,1,0,---------,outgoing,+55-38-38727585,+55-41-41706084
1332,81,2022-03-15 06:34:02,call,45,0,0,---------,outgoing,+55-38-38727585,+55-31-31318074
1333,81,2022-04-23 21:28:34,sms,0,1,0,---------,incoming,+55-72-72422676,+55-38-38727585
1334,81,2022-02-20 00:35:59,call,16,0,0,---------,incoming,+55-26-26177287,+55-38-38727585
1335,81,2022-04-15 09:47:06,sms,0,1,0,---------,incoming,+55-61-61423806,+55-38-38727585
1336,81,2022-03-23 17:59:17,sms,0,1,0,---------,incoming,+55-07-07621681,+55-38-38727585
1337,81,2022-04-25 13:01:06,sms,0,1,0,---------,outgoing,+55-38-38727585,+285-17-28076895
1338,81,2022-03-06 05:29:11,call,27,0,0,---------,incoming,+55-28-28185430,+55-38-38727585
1339,81,2022-04-01 14:52:09,call,26,0,0,---------,incoming,+356-99-68982451,+55-38-38727585
1340,81,2022-04-27 19:03:37,data,0,0,89,---------,---------,+55-38-38727585,---------
1341,81,2022-04-13 20:50:03,call,1,0,0,roaming,incoming,+55-86-86321273,+55-38-38727585
1342,81,2022-02-01 16:33:20,call,13,0,0,---------,outgoing,+55-38-38727585,+55-01-01760722
1343,81,2022-03-25 14:35:00,sms,0,1,0,roaming,outgoing,+55-38-38727585,+55-36-36761471
1344,81,2022-04-03 00:39:27,data,0,0,65,---------,---------,+55-38-38727585,---------
1345,81,2022-03-07 04:12:21,sms,0,1,0,---------,incoming,+55-76-76486061,+55-38-38727585
1346,81,2022-03-01 20:48:13,sms,0,1,0,---------,incoming,+55-38-38567513,+55-38-38727585
1347,81,2022-04-29 07:43:53,data,0,0,41,---------,---------,+55-38-38727585,---------
1348,81,2022-02-15 22:25:00,sms,0,1,0,---------,outgoing,+55-38-38727585,+55-55-55318874
1349,82,2022-02-11 08:03:29,call,27,0,0,---------,outgoing,+55-38-38727585,+55-37-37472440
1350,82,2022-02-11 09:03:10,data,0,0,83,---------,---------,+55-38-38727585,---------
1351,82,2022-03-18 07:11:50,call,44,0,0,---------,outgoing,+55-38-38727585,+55-77-77888013
1352,82,2022-04-03 01:10:31,data,0,0,13,---------,---------,+55-38-38727585,---------
1353,82,2022-04-23 21:01:03,sms,0,1,0,---------,outgoing,+55-38-38727585,+55-57-57405465
1354,82,2022-03-27 14:14:12,data,0,0,110,---------,---------,+55-38-38727585,---------
1355,82,2022-02-09 20:40:56,call,13,0,0,---------,outgoing,+55-38-38727585,+55-74-74636200
1356,82,2022-04-25 14:11:07,call,22,0,0,---------,incoming,+55-21-21618284,+55-38-38727585
1357,82,2022-04-01 07:22:09,data,0,0,29,roaming,---------,+55-38-38727585,---------
1358,82,2022-03-22 09:01:43,sms,0,1,0,---------,incoming,+55-28-28208131,+55-38-38727585
1359,82,2022-04-01 22:35:40,sms,0,1,0,roaming,incoming,+55-10-10688180,+55-38-38727585
1360,82,2022-02-12 04:51:50,sms,0,1,0,---------,incoming,+55-64-64166086,+55-38-38727585
1361,82,2022-02-21 17:48:29,data,0,0,168,roaming,---------,+55-38-38727585,---------
1362,82,2022-04-25 22:10:51,call,14,0,0,---------,incoming,+55-71-71005868,+55-38-38727585
1363,82,2022-04-30 11:25:37,call,29,0,0,---------,incoming,+55-12-12584885,+55-38-38727585
1364,82,2022-03-25 21:56:21,data,0,0,146,---------,---------,+55-38-38727585,---------
1365,82,2022-02-25 05:48:46,sms,0,1,0,---------,incoming,+55-63-63313460,+55-38-38727585
1366,83,2022-03-05 11:23:55,sms,0,1,0,---------,outgoing,+55-38-38727585,+55-76-76164237
1367,83,2022-03-20 00:19:35,data,0,0,116,---------,---------,+55-38-38727585,---------
1368,83,2022-03-21 08:32:45,sms,0,1,0,---------,incoming,+55-17-17657267,+55-38-38727585
1369,83,2022-03-25 11:18:02,call,20,0,0,---------,incoming,+55-80-80822841,+55-38-38727585
1370,83,2022-04-08 10:23:25,call,11,0,0,---------,outgoing,+55-38-38727585,+55-00-00010161
1371,83,2022-02-22 20:26:59,data,0,0,181,---------,---------,+55-38-38727585,---------
1372,83,2022-03-16 17:42:37,call,3,0,0,---------,incoming,+55-00-00632514,+55-38-38727585
1373,83,2022-03-06 03:03:29,sms,0,1,0,---------,outgoing,+55-38-38727585,+55-82-82240270
1374,83,2022-02-20 10:37:42,data,0,0,126,---------,---------,+55-38-38727585,---------
1375,83,2022-04-13 22:57:57,call,23,0,0,roaming,incoming,+55-00-00816483,+55-38-38727585
1376,83,2022-02-02 17:12:40,data,0,0,174,---------,---------,+55-38-38727585,---------
1377,83,2022-03-10 18:55:31,data,0,0,132,---------,---------,+55-38-38727585,---------
1378,83,2022-03-01 19:44:00,sms,0,1,0,---------,outgoing,+55-38-38727585,+55-40-40423811
1379,83,2022-04-18 04:57:21,data,0,0,198,---------,---------,+55-38-38727585,---------
1380,83,2022-04-12 05:39:29,data,0,0,132,---------,---------,+55-38-38727585,---------
1381,83,2022-04-14 13:04:25,data,0,0,173,---------,---------,+55-38-38727585,---------
1382,84,2022-02-28 07:36:10,call,15,0,0,---------,outgoing,+55-72-72054760,+55-66-66182068
1383,84,2022-02-09 06:30:17,data,0,0,106,---------,---------,+55-72-72054760,---------
1384,84,2022-03-03 07:25:38,data,0,0,94,---------,---------,+55-72-72054760,---------
1385,84,2022-04-27 13:02:18,sms,0,1,0,---------,incoming,+55-64-64544747,+55-72-72054760
1386,84,2022-03-14 05:19:07,data,0,0,114,roaming,---------,+55-72-72054760,---------
1387,84,2022-03-04 07:23:09,sms,0,1,0,---------,outgoing,+55-72-72054760,+55-48-48167131
1388,84,2022-03-23 06:00:12,call,21,0,0,---------,incoming,+55-64-64515770,+55-72-72054760
1389,84,2022-02-09 05:26:47,call,43,0,0,---------,incoming,+55-41-41761480,+55-72-72054760
1390,84,2022-04-28 14:07:12,call,25,0,0,---------,incoming,+63-34-91382836,+55-72-72054760
1391,84,2022-02-23 22:05:40,data,0,0,50,---------,---------,+55-72-72054760,---------
1392,84,2022-04-16 22:33:51,sms,0,1,0,---------,outgoing,+55-72-72054760,+55-60-60451301
1393,84,2022-02-27 20:15:13,data,0,0,67,---------,---------,+55-72-72054760,---------
1394,84,2022-03-25 07:28:50,call,17,0,0,---------,outgoing,+55-72-72054760,+55-26-26873110
1395,84,2022-04-07 17:07:09,call,29,0,0,---------,incoming,+55-55-55176441,+55-72-72054760
1396,84,2022-04-12 03:38:46,sms,0,1,0,---------,incoming,+55-38-38847284,+55-72-72054760
1397,84,2022-03-21 18:19:17,data,0,0,9,---------,---------,+55-72-72054760,---------
1398,84,2022-02-15 05:55:09,data,0,0,178,---------,---------,+55-72-72054760,---------
1399,84,2022-04-23 20:31:10,data,0,0,59,---------,---------,+55-72-72054760,---------
1400,84,2022-04-11 06:45:15,data,0,0,172,---------,---------,+55-72-72054760,---------
1401,85,2022-04-18 12:17:35,data,0,0,78,---------,---------,+55-72-72054760,---------
1402,85,2022-04-20 23:08:02,sms,0,1,0,---------,incoming,+55-53-53683181,+55-72-72054760
1403,85,2022-03-25 00:00:38,data,0,0,150,---------,---------,+55-72-72054760,---------
1404,85,2022-03-24 12:29:49,call,16,0,0,---------,incoming,+55-02-02117135,+55-72-72054760
1405,85,2022-03-24 08:28:27,data,0,0,95,---------,---------,+55-72-72054760,---------
1406,85,2022-02-26 09:17:34,call,48,0,0,---------,outgoing,+55-72-72054760,+55-51-51745230
1407,85,2022-02-18 03:37:39,sms,0,1,0,---------,outgoing,+55-72-72054760,+55-57-57213383
1408,85,2022-02-04 04:45:37,sms,0,1,0,---------,outgoing,+55-72-72054760,+55-64-64402073
1409,85,2022-04-16 05:54:41,data,0,0,125,roaming,---------,+55-72-72054760,---------
1410,85,2022-04-13 07:01:56,sms,0,1,0,---------,incoming,+55-04-04115742,+55-72-72054760
1411,85,2022-02-04 01:44:53,data,0,0,16,---------,---------,+55-72-72054760,---------
1412,85,2022-03-18 06:58:56,data,0,0,181,---------,---------,+55-72-72054760,---------
1413,85,2022-02-16 19:28:30,call,5,0,0,---------,incoming,+55-82-82204366,+55-72-72054760
1414,85,2022-04-13 09:04:50,call,6,0,0,---------,outgoing,+55-72-72054760,+55-22-22686134
1415,85,2022-04-05 09:26:06,sms,0,1,0,---------,incoming,+55-33-33761047,+55-72-72054760
1416,85,2022-04-02 05:14:22,call,14,0,0,---------,incoming,+55-34-34660017,+55-72-72054760
1417,85,2022-02-10 14:05:39,call,31,0,0,---------,outgoing,+55-72-72054760,+55-13-13243483
1418,85,2022-04-21 14:47:42,sms,0,1,0,---------,incoming,+55-68-68448374,+55-72-72054760
1419,85,2022-02-17 17:38:11,data,0,0,197,---------,---------,+55-72-72054760,---------
1420,86,2022-03-15 21:56:00,sms,0,1,0,---------,incoming,+55-31-31005676,+55-72-72054760
1421,86,2022-03-20 12:39:59,call,49,0,0,---------,incoming,+55-18-18253274,+55-72-72054760
1422,86,2022-02-15 02:35:50,call,43,0,0,---------,outgoing,+55-72-72054760,+55-23-23456032
1423,86,2022-04-16 11:08:46,data,0,0,117,---------,---------,+55-72-72054760,---------
1424,86,2022-02-18 11:59:31,call,22,0,0,---------,incoming,+55-78-78476162,+55-72-72054760
1425,86,2022-02-08 12:26:24,call,37,0,0,---------,incoming,+55-02-02588712,+55-72-72054760
1426,86,2022-02-13 13:40:45,call,28,0,0,---------,incoming,+55-52-52611643,+55-72-72054760
1427,86,2022-04-24 03:50:04,data,0,0,59,---------,---------,+55-72-72054760,---------
1428,86,2022-04-24 12:09:44,call,41,0,0,---------,outgoing,+55-72-72054760,+507-19-84228681
1429,86,2022-02-02 05:25:45,call,14,0,0,---------,incoming,+55-24-24853048,+55-72-72054760
1430,86,2022-03-23 04:01:50,sms,0,1,0,---------,incoming,+815-49-29838152,+55-72-72054760
1431,86,2022-03-19 09:49:38,data,0,0,112,---------,---------,+55-72-72054760,---------
1432,86,2022-02-04 10:54:21,sms,0,1,0,---------,incoming,+55-68-68036362,+55-72-72054760
1433,86,2022-04-08 10:16:49,call,35,0,0,---------,incoming,+55-71-71788316,+55-72-72054760
1434,86,2022-02-18 09:41:53,data,0,0,114,---------,---------,+55-72-72054760,---------
1435,86,2022-02-19 01:38:48,data,0,0,61,---------,---------,+55-72-72054760,---------
1436,86,2022-04-19 02:06:19,call,8,0,0,---------,incoming,+55-01-01383833,+55-72-72054760
1437,87,2022-03-01 12:26:22,call,21,0,0,---------,incoming,+55-47-47361161,+55-72-72054760
1438,87,2022-02-08 06:18:09,data,0,0,19,---------,---------,+55-72-72054760,---------
1439,87,2022-03-17 11:08:45,sms,0,1,0,---------,outgoing,+55-72-72054760,+55-67-67741237
1440,87,2022-03-08 18:01:22,data,0,0,85,---------,---------,+55-72-72054760,---------
1441,87,2022-03-13 17:40:46,data,0,0,147,---------,---------,+55-72-72054760,---------
1442,87,2022-02-15 03:35:36,data,0,0,191,---------,---------,+55-72-72054760,---------
1443,87,2022-04-03 19:20:13,data,0,0,170,---------,---------,+55-72-72054760,---------
1444,87,2022-02-20 06:24:29,call,40,0,0,---------,outgoing,+55-72-72054760,+55-23-23072646
1445,87,2022-03-18 05:03:32,sms,0,1,0,---------,outgoing,+55-72-72054760,+55-02-02885014
1446,87,2022-03-15 17:13:10,data,0,0,194,---------,---------,+55-72-72054760,---------
1447,87,2022-03-30 08:05:07,call,9,0,0,---------,incoming,+55-32-32640688,+55-72-72054760
1448,87,2022-03-27 06:00:19,sms,0,1,0,---------,outgoing,+55-72-72054760,+55-05-05380334
1449,87,2022-04-09 11:34:32,sms,0,1,0,---------,outgoing,+55-72-72054760,+55-87-87474435
1450,87,2022-02-23 21:35:01,call,48,0,0,---------,outgoing,+55-72-72054760,+55-38-38052705
1451,87,2022-03-06 13:24:14,data,0,0,26,---------,---------,+55-72-72054760,---------
1452,87,2022-03-12 23:09:39,data,0,0,117,---------,---------,+55-72-72054760,---------
1453,87,2022-03-14 06:04:39,data,0,0,168,---------,---------,+55-72-72054760,---------
1454,88,2022-02-08 04:17:42,call,45,0,0,---------,outgoing,+55-71-71187270,+55-58-58865312
1455,88,2022-03-24 18:49:10,sms,0,1,0,---------,incoming,+55-76-76211801,+55-71-71187270
1456,88,2022-02-08 15:11:36,call,36,0,0,---------,outgoing,+55-71-71187270,+55-28-28241043
1457,88,2022-03-09 16:47:37,data,0,0,164,---------,---------,+55-71-71187270,---------
1458,88,2022-04-07 17:35:52,sms,0,1,0,---------,outgoing,+55-71-71187270,+55-22-22350721
1459,88,2022-02-13 11:26:28,call,33,0,0,---------,incoming,+55-60-60370053,+55-71-71187270
1460,88,2022-04-13 18:21:02,data,0,0,10,---------,---------,+55-71-71187270,---------
1461,88,2022-04-09 09:59:31,data,0,0,174,---------,---------,+55-71-71187270,---------
1462,88,2022-02-05 11:27:56,sms,0,1,0,---------,outgoing,+55-71-71187270,+55-16-16520207
1463,88,2022-03-18 03:49:52,call,20,0,0,---------,outgoing,+55-71-71187270,+55-33-33047236
1464,88,2022-02-27 04:14:33,sms,0,1,0,---------,outgoing,+55-71-71187270,+55-66-66385683
1465,88,2022-04-18 18:18:35,call,23,0,0,---------,incoming,+55-01-01522382,+55-71-71187270
1466,88,2022-03-25 07:46:29,call,38,0,0,---------,outgoing,+55-71-71187270,+55-07-07300700
1467,88,2022-03-06 23:14:57,data,0,0,165,---------,---------,+55-71-71187270,---------
1468,88,2022-02-02 21:39:08,data,0,0,171,---------,---------,+55-71-71187270,---------
1469,88,2022-04-30 22:34:47,call,49,0,0,---------,incoming,+55-66-66338156,+55-71-71187270
1470,88,2022-02-07 22:56:08,data,0,0,139,---------,---------,+55-71-71187270,---------
1471,89,2022-04-03 22:49:19,sms,0,1,0,---------,outgoing,+55-71-71187270,+55-65-65767548
1472,89,2022-03-04 11:55:51,sms,0,1,0,roaming,incoming,+222-92-58353453,+55-71-71187270
1473,89,2022-02-01 03:27:44,call,44,0,0,---------,incoming,+55-65-65736813,+55-71-71187270
1474,89,2022-04-27 10:28:00,call,3,0,0,---------,outgoing,+55-71-71187270,+55-31-31707416
1475,89,2022-04-13 22:57:32,sms,0,1,0,---------,outgoing,+55-71-71187270,+55-56-56627612
1476,89,2022-03-19 06:52:17,sms,0,1,0,roaming,outgoing,+55-71-71187270,+29-22-46861193
1477,89,2022-02-03 20:42:58,data,0,0,48,---------,---------,+55-71-71187270,---------
1478,89,2022-04-11 05:35:13,call,18,0,0,---------,outgoing,+55-71-71187270,+55-05-05447824
1479,89,2022-04-06 19:08:06,sms,0,1,0,roaming,incoming,+55-48-48167131,+55-71-71187270
1480,89,2022-02-14 03:58:26,data,0,0,57,---------,---------,+55-71-71187270,---------
1481,89,2022-04-07 07:42:38,sms,0,1,0,roaming,incoming,+55-18-18125625,+55-71-71187270
1482,89,2022-03-03 18:13:42,call,38,0,0,---------,outgoing,+55-71-71187270,+55-37-37783303
1483,89,2022-04-07 17:47:49,sms,0,1,0,---------,outgoing,+55-71-71187270,+55-65-65553642
1484,89,2022-02-05 04:57:14,call,18,0,0,---------,outgoing,+55-71-71187270,+55-07-07120188
1485,89,2022-02-25 06:00:57,sms,0,1,0,---------,outgoing,+55-71-71187270,+55-01-01463601
1486,89,2022-02-19 03:55:29,sms,0,1,0,---------,outgoing,+55-71-71187270,+55-81-81547308
1487,89,2022-04-24 12:05:48,sms,0,1,0,---------,incoming,+55-85-85852638,+55-71-71187270
1488,90,2022-02-14 15:36:51,data,0,0,13,---------,---------,+55-71-71187270,---------
1489,90,2022-02-15 07:35:36,call,4,0,0,---------,incoming,+55-07-07120188,+55-71-71187270
1490,90,2022-03-06 06:30:57,call,6,0,0,roaming,incoming,+55-08-08153301,+55-71-71187270
1491,90,2022-02-16 08:53:27,sms,0,1,0,---------,outgoing,+55-71-71187270,+200-72-24876014
1492,90,2022-02-23 06:17:11,sms,0,1,0,---------,incoming,+55-08-08543880,+55-71-71187270
1493,90,2022-03-28 11:28:10,data,0,0,28,---------,---------,+55-71-71187270,---------
1494,90,2022-02-11 17:07:13,sms,0,1,0,---------,outgoing,+55-71-71187270,+55-85-85745760
1495,90,2022-04-01 03:51:21,call,33,0,0,---------,outgoing,+55-71-71187270,+55-42-42327750
1496,90,2022-03-22 11:21:35,data,0,0,78,---------,---------,+55-71-71187270,---------
1497,90,2022-02-08 05:56:42,sms,0,1,0,---------,outgoing,+55-71-71187270,+55-41-41858047
1498,90,2022-02-01 11:41:27,sms,0,1,0,---------,incoming,+55-00-00423221,+55-71-71187270
1499,90,2022-04-27 09:38:56,data,0,0,133,---------,---------,+55-71-71187270,---------
1500,90,2022-03-10 01:35:47,sms,0,1,0,---------,outgoing,+55-71-71187270,+55-52-52038513
1501,90,2022-04-19 23:22:06,call,13,0,0,roaming,incoming,+55-15-15404782,+55-71-71187270
1502,90,2022-04-30 05:45:34,sms,0,1,0,---------,incoming,+55-71-71314471,+55-71-71187270
1503,90,2022-02-14 15:32:34,data,0,0,97,---------,---------,+55-71-71187270,---------
1504,91,2022-03-12 11:57:35,call,22,0,0,---------,outgoing,+55-15-15404782,+55-63-63476707
1505,91,2022-02-28 12:33:46,data,0,0,16,---------,---------,+55-15-15404782,---------
1506,91,2022-04-28 09:44:28,data,0,0,11,---------,---------,+55-15-15404782,---------
1507,91,2022-03-02 17:28:06,call,18,0,0,---------,outgoing,+55-15-15404782,+55-46-46145676
1508,91,2022-04-26 04:33:20,data,0,0,127,---------,---------,+55-15-15404782,---------
1509,91,2022-03-16 12:50:41,data,0,0,106,---------,---------,+55-15-15404782,---------
1510,91,2022-03-10 21:09:13,sms,0,1,0,roaming,outgoing,+55-15-15404782,+55-37-37666115
1511,91,2022-03-16 05:42:17,data,0,0,97,---------,---------,+55-15-15404782,---------
1512,91,2022-02-12 18:44:40,data,0,0,11,---------,---------,+55-15-15404782,---------
1513,91,2022-02-16 05:57:50,sms,0,1,0,---------,incoming,+303-19-41233397,+55-15-15404782
1514,91,2022-02-19 15:07:29,data,0,0,117,---------,---------,+55-15-15404782,---------
1515,91,2022-04-14 10:16:12,sms,0,1,0,---------,incoming,+55-82-82507567,+55-15-15404782
1516,91,2022-03-21 11:21:32,data,0,0,11,---------,---------,+55-15-15404782,---------
1517,91,2022-04-26 22:45:16,data,0,0,112,---------,---------,+55-15-15404782,---------
1518,91,2022-03-27 14:35:51,call,12,0,0,---------,incoming,+996-35-36020612,+55-15-15404782
1519,91,2022-04-28 03:54:28,call,39,0,0,---------,outgoing,+55-15-15404782,+101-53-25022001
1520,92,2022-04-03 20:06:25,data,0,0,180,---------,---------,+55-71-71146868,---------
1521,92,2022-02-20 03:23:09,call,42,0,0,roaming,incoming,+531-19-14654818,+55-71-71146868
1522,92,2022-02-26 11:18:43,sms,0,1,0,---------,outgoing,+55-71-71146868,+55-28-28405702
1523,92,2022-03-03 18:42:13,data,0,0,168,---------,---------,+55-71-71146868,---------
1524,92,2022-03-13 23:20:11,sms,0,1,0,---------,incoming,+55-31-31005676,+55-71-71146868
1525,92,2022-03-11 05:40:28,call,45,0,0,roaming,outgoing,+55-71-71146868,+55-26-26611827
1526,92,2022-02-12 15:22:11,sms,0,1,0,---------,outgoing,+55-71-71146868,+55-80-80878865
1527,92,2022-03-07 18:39:43,call,6,0,0,---------,incoming,+55-07-07277024,+55-71-71146868
1528,92,2022-02-27 22:39:59,call,17,0,0,roaming,incoming,+55-85-85852638,+55-71-71146868
1529,92,2022-02-01 20:33:49,sms,0,1,0,---------,incoming,+55-75-75413113,+55-71-71146868
1530,92,2022-02-02 08:02:47,call,34,0,0,---------,outgoing,+55-71-71146868,+55-75-75358328
1531,92,2022-03-12 03:41:20,call,9,0,0,roaming,outgoing,+55-71-71146868,+55-54-54736764
1532,92,2022-03-07 12:23:48,data,0,0,56,---------,---------,+55-71-71146868,---------
1533,92,2022-04-16 10:44:44,sms,0,1,0,roaming,outgoing,+55-71-71146868,+55-68-68344570
1534,92,2022-04-22 03:17:29,data,0,0,168,---------,---------,+55-71-71146868,---------
1535,92,2022-02-05 15:12:40,data,0,0,24,---------,---------,+55-71-71146868,---------
1536,92,2022-03-12 15:28:39,data,0,0,162,---------,---------,+55-71-71146868,---------
1537,92,2022-04-10 23:53:31,call,6,0,0,---------,incoming,+55-22-22524683,+55-71-71146868
