customer_id,first_name,last_name,date_of_birth,gender,agree_for_promo,autopay_card,email,msisdn,status,customer_category,customer_since,region,language,termination_date
154,Luiz,Sousa,1976-03-16,male,Yes,----------,luiz.sousa76@gmail.com,+55-34-34238158,active,phyzical,2021-07-28,"[-19.9208,-43.9378]",portuguese,----------
155,Jose,Silva,1989-11-20,male,Yes,----------,jose.silva89@gmail.com,+55-62-62224420,active,phyzical,2022-05-04,"[-22.82694,-43.05389]",portuguese,----------
156,Fernanda,Ferreira,1994-01-17,female,No,5071111170571870,fern.ferre94@gmail.com,+55-50-50884688,active,phyzical,2021-03-23,"[-30.0328,-51.2302]",portuguese,----------
157,Andriana,Araujo,1960-01-27,female,Yes,1655553467714726,andr.arauj60@gmail.com,+55-48-48823007,active,phyzical,2020-05-06,"[-23.5475,-46.6361]",portuguese,----------
158,Lucas,Oliveira,1993-08-06,male,Yes,5288618368361652,luca.olive93@gmail.com,+55-32-32665355,active,phyzical,2022-05-12,"[-15.77972,-47.92972]",portuguese,----------
159,Juliana,Ribeiro,1983-07-16,female,Yes,----------,juli.ribei83@gmail.com,+55-23-23181318,inactive,phyzical,2020-05-13,"[-18.9186,-48.2772]",portuguese,2020-07-16
160,Jose,Silva,1986-08-12,male,Yes,1010525803472642,jose.silva86@gmail.com,+55-63-63202887,active,phyzical,2020-04-28,"[-22.7856,-43.3117]",portuguese,----------
161,Marcia,Alves,1981-02-13,female,Yes,2636500321331523,marc.alves81@gmail.com,+55-62-62004853,active,phyzical,2020-02-02,"[-22.9064,-43.1822]",portuguese,----------
162,Maria,Costa,1993-05-27,female,Yes,0035753407538566,mari.costa93@gmail.com,+55-33-33178102,active,phyzical,2021-06-18,"[-9.66583,-35.7353]",english,----------
163,Lucas,Barbosa,2003-11-19,male,Yes,----------,luca.barbo3@gmail.com,+55-75-75476848,active,business,2021-08-07,"[-23.5475,-46.6361]",portuguese,----------
164,Marcia,Almeida,2003-04-09,female,No,4228831414862505,marc.almei3@gmail.com,+55-26-26547525,active,phyzical,2022-02-08,"[-5.795,-35.2094]",portuguese,----------
165,Antonio,Araujo,1974-01-26,male,No,3384613218018526,anto.arauj74@gmail.com,+55-40-40872207,active,phyzical,2021-11-09,"[-16.6786,-49.2539]",portuguese,----------
166,Ana,Oliveira,1944-05-25,female,No,1534621082326276,ana.olive44@gmail.com,+55-03-03721015,inactive,phyzical,2021-06-24,"[-16.6786,-49.2539]",portuguese,2022-02-09
167,Aline,Martins,1977-06-27,female,No,4650636418153344,alin.marti77@gmail.com,+55-33-33207807,active,phyzical,2021-02-08,"[-5.08917,-42.8019]",portuguese,----------
168,Lucas,Ribeiro,1991-03-18,male,Yes,----------,luca.ribei91@gmail.com,+55-15-15007328,active,phyzical,2022-02-28,"[-15.77972,-47.92972]",portuguese,----------
169,Juliana,Lima,1945-01-31,female,No,7112413456186600,juli.lima45@gmail.com,+55-68-68337653,active,phyzical,2020-01-18,"[-23.5475,-46.6361]",portuguese,----------
170,Antonia,Costa,1982-02-04,female,No,----------,anto.costa82@gmail.com,+55-17-17570784,active,phyzical,2020-07-14,"[-9.66583,-35.7353]",portuguese,----------
171,Juliana,Cardoso,1942-05-23,female,Yes,2201503173871426,juli.cardo42@gmail.com,+55-63-63102823,active,phyzical,2020-10-13,"[-22.9064,-43.1822]",portuguese,----------
172,Fernanda,Cardoso,1957-03-09,female,Yes,8685463827735521,fern.cardo57@gmail.com,+55-61-61711075,active,phyzical,2022-03-12,"[-25.4278,-49.2731]",portuguese,----------
173,Jose,Ribeiro,1975-03-01,male,Yes,----------,jose.ribei75@gmail.com,+55-04-04816718,active,phyzical,2021-02-20,"[-23.5475,-46.6361]",portuguese,----------
174,Pedro,Rodrigues,1975-04-19,male,No,0163682278602285,pedr.rodri75@gmail.com,+55-58-58652270,active,phyzical,2021-07-02,"[-5.795,-35.2094]",portuguese,----------
175,Patricia,Sousa,1965-01-08,female,Yes,----------,patr.sousa65@gmail.com,+55-33-33467865,active,phyzical,2021-08-17,"[-22.9064,-43.1822]",portuguese,----------
176,Joao,Santos,1960-12-08,male,Yes,3628308005480525,joao.santo60@gmail.com,+55-66-66415006,active,phyzical,2020-07-23,"[-15.77972,-47.92972]",portuguese,----------
177,Antonio,Almeida,1969-12-27,male,Yes,----------,anto.almei69@gmail.com,+55-27-27576584,active,phyzical,2021-11-11,"[-3.71722,-38.5431]",portuguese,----------
178,Antonia,Ferreira,1981-12-31,female,Yes,----------,anto.ferre81@gmail.com,+55-46-46868767,active,phyzical,2020-04-27,"[-15.77972,-47.92972]",portuguese,----------
179,Paulo,Martins,1992-06-02,male,Yes,5231067043525150,paul.marti92@gmail.com,+55-46-46882737,active,phyzical,2020-11-12,"[-23.5475,-46.6361]",portuguese,----------
180,Fernanda,Alves,1969-07-02,female,Yes,0316414404436632,fern.alves69@gmail.com,+55-85-85257072,active,phyzical,2021-04-24,"[-22.9064,-43.1822]",portuguese,----------
181,Andriana,Carvalho,1947-04-05,female,No,4565730306407231,andr.carva47@gmail.com,+55-82-82040681,active,phyzical,2021-08-13,"[-12.9711,-38.5108]",portuguese,----------
182,Aline,Cardoso,1960-07-24,female,No,0325064813628783,alin.cardo60@gmail.com,+55-22-22430562,active,business,2020-12-07,"[-23.5475,-46.6361]",portuguese,----------
183,Francisco,Costa,1978-03-10,male,Yes,----------,fran.costa78@gmail.com,+55-36-36581812,active,phyzical,2021-10-10,"[-26.3044,-48.8456]",portuguese,----------
184,Francisco,Barbosa,1978-01-19,male,Yes,----------,fran.barbo78@gmail.com,+55-28-28248736,active,phyzical,2021-02-16,"[-23.6639,-46.5383]",portuguese,----------
185,Antonio,Alves,1997-12-04,male,Yes,0318137426807568,anto.alves97@gmail.com,+55-03-03174543,active,phyzical,2021-04-23,"[-22.9064,-43.1822]",portuguese,----------
186,Carlos,Ferreira,1973-04-12,male,No,3624402522064141,carl.ferre73@gmail.com,+55-08-08888502,active,business,2020-12-28,"[-3.10194,-60.025]",portuguese,----------
187,Fernanda,Carvalho,1992-06-06,female,No,2003644057388150,fern.carva92@gmail.com,+55-06-06188812,active,phyzical,2021-09-19,"[-19.9208,-43.9378]",portuguese,----------
188,Francisco,Santos,1986-05-14,male,No,3684181702468365,fran.santo86@gmail.com,+55-27-27646306,active,phyzical,2021-06-11,"[-23.5475,-46.6361]",portuguese,----------
189,Paulo,Ribeiro,2003-03-16,male,Yes,6631307866717800,paul.ribei3@gmail.com,+55-64-64773048,active,phyzical,2022-04-09,"[-23.5475,-46.6361]",english,----------
190,Antonia,Barbosa,1968-11-30,female,No,3130616216463074,anto.barbo68@gmail.com,+55-36-36167644,active,phyzical,2021-09-15,"[-22.9056,-47.0608]",portuguese,----------
191,Pedro,Sousa,1981-01-28,male,No,2583216257327125,pedr.sousa81@gmail.com,+55-02-02030363,active,phyzical,2020-06-29,"[-19.9208,-43.9378]",portuguese,----------
192,Antonio,Santos,2001-03-18,male,Yes,6647528003621038,anto.santo1@gmail.com,+55-10-10283687,active,phyzical,2020-11-21,"[-8.05389,-34.8811]",portuguese,----------
193,Lucas,Lima,1987-03-31,male,No,1613620681548125,luca.lima87@gmail.com,+55-17-17881346,active,phyzical,2020-05-03,"[-23.6639,-46.5383]",portuguese,----------
194,Aline,Martins,2003-03-11,female,Yes,----------,alin.marti3@gmail.com,+55-47-47472401,active,phyzical,2021-06-16,"[-3.10194,-60.025]",portuguese,----------
195,Paulo,Costa,1959-09-07,male,No,----------,paul.costa59@gmail.com,+55-56-56627612,active,phyzical,2022-01-15,"[-30.0328,-51.2302]",portuguese,----------
196,Antonio,Barbosa,1926-02-25,male,Yes,4563864607252142,anto.barbo26@gmail.com,+55-38-38354382,active,phyzical,2022-02-14,"[-25.4278,-49.2731]",portuguese,----------
197,Paulo,Barbosa,1961-11-11,male,Yes,7512255228207456,paul.barbo61@gmail.com,+55-56-56718310,active,phyzical,2021-09-18,"[-22.9064,-43.1822]",portuguese,----------
198,Joao,Silva,1974-06-20,male,Yes,8041473326272607,joao.silva74@gmail.com,+55-77-77565608,active,phyzical,2022-05-15,"[-22.9056,-47.0608]",portuguese,----------
199,Marcos,Gomes,1964-05-18,male,Yes,4446071464243725,marc.gomes64@gmail.com,+55-07-07223511,active,phyzical,2021-12-18,"[-22.9064,-43.1822]",portuguese,----------
200,Marcia,Silva,2001-01-07,female,Yes,----------,marc.silva1@gmail.com,+55-26-26712416,active,phyzical,2020-05-30,"[-12.9711,-38.5108]",portuguese,----------
201,Paulo,Sousa,1986-12-22,male,Yes,----------,paul.sousa86@gmail.com,+55-53-53113017,active,phyzical,2021-03-18,"[-23.5475,-46.6361]",portuguese,----------
202,Fernanda,Araujo,1983-12-23,female,No,0604140543166641,fern.arauj83@gmail.com,+55-41-41547647,active,phyzical,2021-12-21,"[-16.6786,-49.2539]",portuguese,----------
203,Antonia,Araujo,1984-10-12,female,No,3421740865215265,anto.arauj84@gmail.com,+55-68-68313601,active,phyzical,2021-07-23,"[-22.9064,-43.1822]",portuguese,----------
204,Ana,Gomes,1992-12-23,female,Yes,1871727161814342,ana.gomes92@gmail.com,+55-52-52038513,active,phyzical,2021-03-03,"[-15.77972,-47.92972]",portuguese,----------
205,Patricia,Carvalho,1996-06-11,female,Yes,5764867183315304,patr.carva96@gmail.com,+55-27-27743352,inactive,phyzical,2020-03-04,"[-23.5475,-46.6361]",portuguese,2020-04-04
206,Marcia,Lima,1964-09-07,female,Yes,1746753041784107,marc.lima64@gmail.com,+55-21-21618284,active,phyzical,2021-09-01,"[-22.9064,-43.1822]",portuguese,----------
207,Carlos,Lima,1949-05-10,male,Yes,7018342671578121,carl.lima49@gmail.com,+55-70-70832757,active,phyzical,2020-10-22,"[-16.6786,-49.2539]",portuguese,----------
208,Marcia,Gomes,1981-06-15,female,Yes,4765501161470577,marc.gomes81@gmail.com,+55-03-03378652,active,phyzical,2021-08-26,"[-18.9186,-48.2772]",portuguese,----------
209,Juliana,Silva,1955-04-16,female,Yes,8213442522163286,juli.silva55@gmail.com,+55-07-07277024,active,phyzical,2020-05-22,"[-23.5475,-46.6361]",portuguese,----------
210,Pedro,Rodrigues,2001-09-09,male,Yes,5252001843727712,pedr.rodri1@gmail.com,+55-64-64786854,inactive,phyzical,2020-10-17,"[-15.77972,-47.92972]",portuguese,2021-07-02
211,Lucas,Gomes,2003-03-23,male,Yes,6272716860434251,luca.gomes3@gmail.com,+55-77-77772626,inactive,phyzical,2020-09-26,"[-25.4278,-49.2731]",portuguese,2021-01-26
212,Francisco,Rodrigues,1981-08-17,male,Yes,4414721368714678,fran.rodri81@gmail.com,+55-17-17385144,active,phyzical,2021-09-21,"[-12.9711,-38.5108]",english,----------
213,Paulo,Santos,1954-08-11,male,Yes,6607432283825800,paul.santo54@gmail.com,+55-61-61266475,active,phyzical,2021-10-06,"[-3.10194,-60.025]",portuguese,----------
214,Fernanda,Gomes,1964-06-20,female,Yes,7767070743710154,fern.gomes64@gmail.com,+55-73-73313347,active,phyzical,2021-07-28,"[-23.5475,-46.6361]",portuguese,----------
215,Antonia,Melo,1959-04-04,female,Yes,8516714270677685,anto.melo59@gmail.com,+55-12-12584885,active,phyzical,2021-08-10,"[-30.0328,-51.2302]",portuguese,----------
216,Ana,Ribeiro,1965-06-23,female,Yes,4708086143262751,ana.ribei65@gmail.com,+55-65-65264010,active,phyzical,2021-09-13,"[-30.0328,-51.2302]",portuguese,----------
217,Luiz,Almeida,1947-09-28,male,No,4602560452724338,luiz.almei47@gmail.com,+55-15-15528545,active,phyzical,2020-12-03,"[-26.3044,-48.8456]",portuguese,----------
218,Marcos,Cardoso,1974-04-28,male,No,4721520718175852,marc.cardo74@gmail.com,+55-28-28376086,active,phyzical,2021-07-29,"[-12.9711,-38.5108]",portuguese,----------
219,Paulo,Araujo,1994-01-31,male,Yes,1207122834501700,paul.arauj94@gmail.com,+55-81-81173326,inactive,phyzical,2020-07-02,"[-23.5475,-46.6361]",portuguese,2021-01-12
220,Antonia,Pereira,1955-12-14,female,Yes,1852534843843183,anto.perei55@gmail.com,+55-80-80341462,active,phyzical,2020-05-19,"[-22.9064,-43.1822]",portuguese,----------
221,Francisco,Pereira,1941-06-04,male,No,7737158553586152,fran.perei41@gmail.com,+55-27-27467851,active,phyzical,2020-12-29,"[-25.4278,-49.2731]",portuguese,----------
222,Antonia,Araujo,1932-01-27,female,No,7061283786626884,anto.arauj32@gmail.com,+55-05-05447824,active,phyzical,2022-02-15,"[-19.9208,-43.9378]",portuguese,----------
223,Andriana,Barbosa,1977-09-09,female,No,----------,andr.barbo77@gmail.com,+55-68-68036362,active,phyzical,2020-02-23,"[-5.795,-35.2094]",portuguese,----------
224,Maria,Santos,1956-02-05,female,No,8810154641018011,mari.santo56@gmail.com,+55-44-44162341,inactive,phyzical,2020-03-11,"[-22.7856,-43.3117]",portuguese,2022-05-07
225,Joao,Costa,1974-08-06,male,Yes,8023218310040417,joao.costa74@gmail.com,+55-84-84603323,inactive,phyzical,2020-10-15,"[-23.5475,-46.6361]",portuguese,2022-04-27
226,Lucas,Costa,1949-02-25,male,Yes,----------,luca.costa49@gmail.com,+55-17-17161153,inactive,phyzical,2020-01-30,"[-23.5475,-46.6361]",english,2021-09-13
227,Franciska,Silva,1967-08-22,female,No,8424011730121783,fran.silva67@gmail.com,+55-20-20061762,active,phyzical,2020-10-28,"[-23.5475,-46.6361]",portuguese,----------
228,Paulo,Sousa,1955-04-05,male,Yes,7281277460704306,paul.sousa55@gmail.com,+55-34-34438760,active,phyzical,2020-11-18,"[-22.9064,-43.1822]",portuguese,----------
229,Paulo,Barbosa,1952-03-08,male,Yes,8445542708171128,paul.barbo52@gmail.com,+55-77-77438451,active,phyzical,2021-02-05,"[-3.71722,-38.5431]",portuguese,----------
230,Pedro,Araujo,1997-11-01,male,Yes,----------,pedr.arauj97@gmail.com,+55-46-46603325,active,phyzical,2020-03-13,"[-16.6786,-49.2539]",portuguese,----------
231,Andriana,Martins,2000-07-23,female,Yes,3756567805546666,andr.marti0@gmail.com,+55-05-05041023,active,phyzical,2022-01-18,"[-30.0328,-51.2302]",portuguese,----------
232,Pedro,Rodrigues,1977-10-18,male,No,6750758873061366,pedr.rodri77@gmail.com,+55-85-85833206,active,phyzical,2022-05-07,"[-23.5475,-46.6361]",portuguese,----------
233,Juliana,Araujo,1977-11-21,female,No,0166647078424855,juli.arauj77@gmail.com,+55-20-20502246,active,phyzical,2021-10-27,"[-23.5475,-46.6361]",portuguese,----------
234,Franciska,Pereira,1985-04-03,female,Yes,8604631503250633,fran.perei85@gmail.com,+55-14-14233825,active,phyzical,2020-03-08,"[-15.77972,-47.92972]",portuguese,----------
235,Aline,Araujo,2003-02-13,female,Yes,8268262332054765,alin.arauj3@gmail.com,+55-66-66040681,active,phyzical,2020-01-27,"[-12.9711,-38.5108]",portuguese,----------
236,Antonio,Almeida,1997-05-02,male,Yes,3367203871305685,anto.almei97@gmail.com,+55-38-38384358,active,phyzical,2022-05-06,"[-22.82694,-43.05389]",portuguese,----------
237,Antonia,Alves,1977-07-12,female,No,4026246143381057,anto.alves77@gmail.com,+55-25-25504170,active,phyzical,2021-11-25,"[-3.71722,-38.5431]",portuguese,----------
238,Antonio,Pereira,1954-06-04,male,Yes,0442087748413801,anto.perei54@gmail.com,+55-67-67366020,active,phyzical,2022-02-25,"[-3.71722,-38.5431]",portuguese,----------
239,Paulo,Alves,1999-02-17,male,Yes,1860457806132035,paul.alves99@gmail.com,+55-76-76411375,active,phyzical,2021-05-17,"[-25.4278,-49.2731]",portuguese,----------
240,Luiz,Barbosa,1980-06-06,male,No,----------,luiz.barbo80@gmail.com,+55-28-28516628,active,phyzical,2021-01-14,"[-23.5475,-46.6361]",english,----------
241,Carlos,Sousa,1988-06-10,male,Yes,4613816324676601,carl.sousa88@gmail.com,+55-43-43237371,active,phyzical,2022-04-24,"[-23.6639,-46.5383]",portuguese,----------
242,Pedro,Araujo,1974-05-12,male,No,7801083603431757,pedr.arauj74@gmail.com,+55-45-45750582,active,phyzical,2020-08-09,"[-9.66583,-35.7353]",portuguese,----------
243,Joao,Silva,1938-02-23,male,No,----------,joao.silva38@gmail.com,+55-82-82204366,active,phyzical,2021-06-13,"[-22.9064,-43.1822]",portuguese,----------
244,Patricia,Ferreira,1975-11-02,female,Yes,1600441170112041,patr.ferre75@gmail.com,+55-55-55073245,active,phyzical,2022-04-23,"[-5.795,-35.2094]",english,----------
245,Paulo,Ferreira,1969-04-26,male,Yes,4833664327430315,paul.ferre69@gmail.com,+55-88-88733202,active,phyzical,2020-11-21,"[-26.3044,-48.8456]",portuguese,----------
246,Francisco,Costa,1973-07-04,male,Yes,2048844811338681,fran.costa73@gmail.com,+55-04-04115742,active,phyzical,2021-05-11,"[-18.9186,-48.2772]",portuguese,----------
247,Pedro,Barbosa,1987-10-01,male,No,----------,pedr.barbo87@gmail.com,+55-68-68371857,inactive,phyzical,2021-05-17,"[-22.9064,-43.1822]",portuguese,2021-07-26
248,Antonio,Costa,1999-05-08,male,Yes,5133425825881372,anto.costa99@gmail.com,+55-71-71788316,active,phyzical,2021-02-06,"[-22.9056,-47.0608]",portuguese,----------
249,Fernanda,Carvalho,1992-05-02,female,Yes,4675840756355536,fern.carva92@gmail.com,+55-56-56320688,active,phyzical,2020-07-31,"[-1.45583,-48.5044]",portuguese,----------
250,Marcos,Martins,1984-07-15,male,Yes,----------,marc.marti84@gmail.com,+55-01-01760722,inactive,phyzical,2020-06-28,"[-23.5475,-46.6361]",portuguese,2021-06-10
251,Luiz,Cardoso,1998-04-09,male,Yes,7002366455124217,luiz.cardo98@gmail.com,+55-56-56101302,inactive,phyzical,2020-11-24,"[-23.5475,-46.6361]",portuguese,2021-02-04
252,Maria,Ribeiro,1990-05-09,female,Yes,4072212237107533,mari.ribei90@gmail.com,+55-15-15550601,active,phyzical,2022-05-15,"[-23.5475,-46.6361]",portuguese,----------
253,Franciska,Martins,1975-05-12,female,Yes,4008227077535002,fran.marti75@gmail.com,+55-88-88320144,active,phyzical,2020-08-24,"[-23.5475,-46.6361]",portuguese,----------
254,Jose,Almeida,1962-07-24,male,Yes,6540648157748363,jose.almei62@gmail.com,+55-20-20526853,active,phyzical,2020-04-29,"[-19.9208,-43.9378]",portuguese,----------
255,Juliana,Silva,1986-02-18,female,No,3053657561757116,juli.silva86@gmail.com,+55-57-57865544,inactive,phyzical,2020-02-02,"[-5.08917,-42.8019]",portuguese,2020-06-20
256,Patricia,Alves,1999-09-24,female,Yes,0003061537221018,patr.alves99@gmail.com,+55-18-18177647,active,phyzical,2020-10-20,"[-22.9064,-43.1822]",portuguese,----------
257,Andriana,Lima,1985-03-06,female,Yes,2135824557108060,andr.lima85@gmail.com,+55-27-27615102,active,business,2020-10-26,"[-22.9064,-43.1822]",portuguese,----------
258,Aline,Gomes,1983-10-15,female,Yes,4738408544216688,alin.gomes83@gmail.com,+55-18-18454511,inactive,phyzical,2022-01-23,"[-22.9064,-43.1822]",portuguese,2022-05-16
259,Antonio,Cardoso,1996-05-17,male,Yes,----------,anto.cardo96@gmail.com,+55-68-68577760,active,phyzical,2021-11-14,"[-5.795,-35.2094]",portuguese,----------
260,Marcia,Gomes,1982-11-20,female,Yes,7420145505121346,marc.gomes82@gmail.com,+55-01-01525318,active,phyzical,2020-12-19,"[-15.77972,-47.92972]",english,----------
261,Joao,Sousa,1987-03-20,male,Yes,2270557750734882,joao.sousa87@gmail.com,+55-36-36581703,active,phyzical,2020-04-06,"[-22.9064,-43.1822]",portuguese,----------
262,Juliana,Rodrigues,1994-11-09,female,Yes,2630840272344234,juli.rodri94@gmail.com,+55-03-03885735,active,phyzical,2021-08-28,"[-3.10194,-60.025]",portuguese,----------
263,Andriana,Santos,2002-03-07,female,Yes,----------,andr.santo2@gmail.com,+55-84-84003468,active,phyzical,2020-08-03,"[-22.9064,-43.1822]",portuguese,----------
264,Patricia,Ferreira,1940-02-05,female,Yes,4001808171054076,patr.ferre40@gmail.com,+55-67-67065450,active,phyzical,2020-07-15,"[-18.9186,-48.2772]",portuguese,----------
265,Luiz,Alves,1985-05-31,male,Yes,----------,luiz.alves85@gmail.com,+55-74-74284601,active,phyzical,2020-09-20,"[-19.9208,-43.9378]",portuguese,----------
266,Franciska,Melo,1938-11-21,female,No,1442673335606046,fran.melo38@gmail.com,+55-67-67077876,active,phyzical,2021-04-21,"[-23.5475,-46.6361]",portuguese,----------
267,Lucas,Rodrigues,1985-10-06,male,Yes,7140036166263454,luca.rodri85@gmail.com,+55-23-23710616,active,phyzical,2021-08-27,"[-23.5475,-46.6361]",portuguese,----------
268,Luiz,Carvalho,1994-06-14,male,Yes,5622046327501880,luiz.carva94@gmail.com,+55-17-17663873,active,phyzical,2020-09-07,"[-23.5475,-46.6361]",portuguese,----------
269,Joao,Lima,1978-12-21,male,Yes,7678850554222115,joao.lima78@gmail.com,+55-02-02117135,active,phyzical,2021-02-07,"[-22.82694,-43.05389]",portuguese,----------
270,Jose,Alves,1983-03-01,male,Yes,6828504602667082,jose.alves83@gmail.com,+55-40-40560708,active,phyzical,2021-12-11,"[-25.4278,-49.2731]",portuguese,----------
271,Aline,Ribeiro,1933-04-28,female,No,6333837854224080,alin.ribei33@gmail.com,+55-58-58080507,active,phyzical,2021-10-12,"[-23.5475,-46.6361]",portuguese,----------
272,Maria,Pereira,1987-02-21,female,Yes,4042016840631704,mari.perei87@gmail.com,+55-41-41743033,active,phyzical,2020-12-23,"[-8.05389,-34.8811]",portuguese,----------
273,Luiz,Oliveira,2001-08-07,male,Yes,8648503776883640,luiz.olive1@gmail.com,+55-16-16206345,active,phyzical,2022-04-25,"[-22.9064,-43.1822]",portuguese,----------
274,Antonio,Sousa,1986-11-10,male,No,6663014576543410,anto.sousa86@gmail.com,+55-03-03506461,inactive,phyzical,2020-10-14,"[-30.0328,-51.2302]",portuguese,2021-03-18
275,Patricia,Rodrigues,2000-02-23,female,Yes,3034466471752748,patr.rodri0@gmail.com,+55-16-16711641,active,phyzical,2022-03-16,"[-23.4628,-46.5333]",portuguese,----------
276,Joao,Almeida,1982-05-25,male,No,----------,joao.almei82@gmail.com,+55-76-76284463,active,phyzical,2022-05-18,"[-23.5475,-46.6361]",portuguese,----------
277,Antonia,Pereira,2000-12-06,female,Yes,4876600880544345,anto.perei0@gmail.com,+55-61-61471858,active,phyzical,2021-04-06,"[-22.7856,-43.3117]",english,----------
278,Luiz,Oliveira,1965-07-24,male,Yes,0843681054461474,luiz.olive65@gmail.com,+55-04-04112013,inactive,phyzical,2021-05-16,"[-9.66583,-35.7353]",portuguese,2022-01-13
279,Maria,Melo,2000-02-03,female,Yes,7628360883128376,mari.melo0@gmail.com,+55-27-27170841,inactive,phyzical,2020-01-20,"[-23.5475,-46.6361]",portuguese,2020-11-11
280,Marcia,Lima,1996-05-07,female,Yes,8770112050680408,marc.lima96@gmail.com,+55-30-30628226,active,phyzical,2020-04-17,"[-5.795,-35.2094]",portuguese,----------
281,Maria,Sousa,1967-03-05,female,No,----------,mari.sousa67@gmail.com,+55-41-41858047,active,phyzical,2020-10-31,"[-22.7856,-43.3117]",portuguese,----------
282,Jose,Melo,1983-11-20,male,No,0275536313037348,jose.melo83@gmail.com,+55-28-28655466,active,phyzical,2021-07-10,"[-25.4278,-49.2731]",portuguese,----------
283,Pedro,Costa,1996-11-03,male,Yes,----------,pedr.costa96@gmail.com,+55-85-85852638,active,phyzical,2022-02-15,"[-19.9208,-43.9378]",portuguese,----------
284,Marcos,Martins,1976-08-03,male,No,4762856161448528,marc.marti76@gmail.com,+55-72-72422676,active,phyzical,2021-03-23,"[-23.5475,-46.6361]",portuguese,----------
285,Andriana,Carvalho,1979-10-09,female,No,7028164781707013,andr.carva79@gmail.com,+55-20-20757571,inactive,phyzical,2020-03-23,"[-23.6639,-46.5383]",portuguese,2021-05-19
286,Joao,Martins,1962-03-16,male,Yes,----------,joao.marti62@gmail.com,+55-11-11187455,active,phyzical,2021-07-12,"[-12.9711,-38.5108]",portuguese,----------
287,Antonia,Carvalho,1988-05-29,female,No,1587732711286737,anto.carva88@gmail.com,+55-33-33657750,inactive,phyzical,2020-03-26,"[-15.77972,-47.92972]",portuguese,2021-01-28
288,Patricia,Oliveira,1971-03-19,female,Yes,6115813562021376,patr.olive71@gmail.com,+55-82-82240270,active,phyzical,2020-05-08,"[-23.5475,-46.6361]",portuguese,----------
289,Fernanda,Araujo,2003-10-05,female,Yes,0384427674806283,fern.arauj3@gmail.com,+55-84-84365118,active,phyzical,2021-01-22,"[-23.6639,-46.5383]",portuguese,----------
290,Lucas,Oliveira,1979-12-10,male,Yes,1182704266535617,luca.olive79@gmail.com,+55-33-33802031,active,phyzical,2021-04-03,"[-8.05389,-34.8811]",portuguese,----------
291,Pedro,Oliveira,1964-11-20,male,Yes,6115834674041077,pedr.olive64@gmail.com,+55-03-03027848,active,phyzical,2021-02-19,"[-1.45583,-48.5044]",portuguese,----------
292,Maria,Alves,1962-12-13,female,Yes,5461783373752633,mari.alves62@gmail.com,+55-41-41706084,inactive,phyzical,2021-05-31,"[-9.66583,-35.7353]",portuguese,2021-12-18
293,Patricia,Pereira,1969-01-21,female,No,1372030351755783,patr.perei69@gmail.com,+55-28-28361067,active,phyzical,2022-03-02,"[-5.795,-35.2094]",portuguese,----------
294,Marcos,Rodrigues,1986-04-15,male,No,----------,marc.rodri86@gmail.com,+55-02-02137555,inactive,phyzical,2021-09-10,"[-16.6786,-49.2539]",portuguese,2022-04-15
295,Ana,Gomes,1967-12-13,female,Yes,1340624025305360,ana.gomes67@gmail.com,+55-15-15834742,active,phyzical,2021-01-09,"[-22.82694,-43.05389]",portuguese,----------
296,Luiz,Gomes,1969-05-15,male,Yes,4640455430455381,luiz.gomes69@gmail.com,+55-00-00168350,active,phyzical,2021-01-09,"[-16.6786,-49.2539]",portuguese,----------
297,Joao,Carvalho,2002-07-21,male,Yes,3164627377357642,joao.carva2@gmail.com,+55-26-26837726,active,phyzical,2020-03-02,"[-15.77972,-47.92972]",portuguese,----------
298,Carlos,Almeida,1963-04-22,male,No,5067427138334871,carl.almei63@gmail.com,+55-82-82227551,active,phyzical,2021-06-13,"[-23.5475,-46.6361]",portuguese,----------
299,Marcos,Rodrigues,1985-01-19,male,Yes,----------,marc.rodri85@gmail.com,+55-33-33761047,active,phyzical,2020-07-02,"[-3.10194,-60.025]",english,----------
300,Marcos,Araujo,1994-06-10,male,Yes,----------,marc.arauj94@gmail.com,+55-04-04800114,active,phyzical,2021-02-05,"[-23.5475,-46.6361]",portuguese,----------
301,Aline,Santos,1973-11-06,female,Yes,1478118171213805,alin.santo73@gmail.com,+55-31-31761815,active,phyzical,2021-10-17,"[-3.71722,-38.5431]",portuguese,----------
302,Carlos,Araujo,1978-11-27,male,Yes,8540733528613483,carl.arauj78@gmail.com,+55-12-12652764,active,phyzical,2022-04-05,"[-12.9711,-38.5108]",portuguese,----------
303,Pedro,Ribeiro,1961-12-16,male,No,4483525722686571,pedr.ribei61@gmail.com,+55-85-85677145,active,phyzical,2020-11-22,"[-25.4278,-49.2731]",portuguese,----------
304,Lucas,Gomes,1974-06-03,male,Yes,6614567486632810,luca.gomes74@gmail.com,+55-23-23074428,active,phyzical,2022-01-20,"[-23.5475,-46.6361]",portuguese,----------
305,Aline,Gomes,1970-11-19,female,Yes,----------,alin.gomes70@gmail.com,+55-65-65307301,active,phyzical,2020-12-18,"[-22.9064,-43.1822]",portuguese,----------
306,Lucas,Sousa,1951-08-26,male,Yes,7604352020716020,luca.sousa51@gmail.com,+55-58-58361755,active,phyzical,2022-01-28,"[-23.6639,-46.5383]",portuguese,----------
